trip_id,trip_duration_s,distance_km,avg_speed_kmh,soc_start_pct,soc_end_pct,soc_drop_pct,trip_energy_kwh
0,2805.8,18.228633055555555,23.387536262874658,86.6,76.1,10.5,-2.449520016177776
1,0.9,0.0,0.0,52.9,52.9,0.0,-0.00012288388888888888
2,0.89,0.012125222222222221,48.50088888888889,52.9,51.3,1.6000000000000014,-0.003601675470000001
3,0.899,0.010373077777777778,39.46391111111111,51.3,41.2,10.099999999999994,-0.0021296165806388894
4,0.04680000000000001,0.0035259291666666663,62.60366737739873,41.2,34.5,6.700000000000003,-0.00018368847390277753
